shortId	type	title	slug	scenarioId	actionCount	n_actions	n_human	n_model	human_chars	model_chars	n_undone	n_deleted	n_images	first_at	last_at	n_days	memory_chars	an_chars	instr_chars	n_storycards	tags	scripts	types	path
xyYx13ANfpTu	adventure	Since When Has It Been A Party?	xyYx13ANfpTu__since-when-has-it-been-a-party	927414	96	96	47	49	4814	14490	0	0	0	2020-10-18T12:42:50.555Z	2020-10-19T06:47:12.782Z	2	1000	143	0	0	nsfw|mental wellness|methamphetamine|schizophrenia|isolation|anti-psychiatry|pnp|racism|gay sex|interzone|punk		continue=49;story=47	exports/adventures/xyYx13ANfpTu__since-when-has-it-been-a-party
xzut32wUk0TS	adventure	Arkham: Devon Gallegos	xzut32wUk0TS__arkham-devon-gallegos		2	2	1	1	354	342	0	0	0	2020-11-01T04:07:42.989Z	2020-11-01T04:07:53.297Z	1	353	0	0	36			story=1;continue=1	exports/adventures/xzut32wUk0TS__arkham-devon-gallegos
y5NsrDiyQfkS	adventure	VQGAN + CLIP + AID	y5NsrDiyQfkS__vqgan-clip-aid	2558991	8	8	4	4	1684	1515	0	0	0	2022-01-18T05:48:54.303Z	2022-01-18T05:52:41.297Z	1	982	64	0	0	nsfw		continue=4;story=3;start=1	exports/adventures/y5NsrDiyQfkS__vqgan-clip-aid
y9zEtEb559LR	adventure	You don't have to gender the Earth to know they are horny. They need t	y9zEtEb559LR__you-dont-have-to-gender-the-earth-to-know-they-are-horny-the	1652337	62	62	29	33	3284	11976	0	0	0	2021-11-23T02:20:05.862Z	2021-11-23T03:00:50.305Z	1	214	117	0	0	nsfw		continue=33;story=28;do=1	exports/adventures/y9zEtEb559LR__you-dont-have-to-gender-the-earth-to-know-they-are-horny-the
yEaUrQrC-MPy	adventure	Oh, so you____? Name every ____!	yEaUrQrC-MPy__oh-so-you-name-every	1129116	17	17	8	9	291	1912	0	0	0	2020-12-17T22:05:00.850Z	2020-12-17T22:12:23.556Z	1	0	0	0	1	oh so you|like generator scenario?|name every|generator scenarios		continue=9;story=8	exports/adventures/yEaUrQrC-MPy__oh-so-you-name-every
yFOTqv3IxoTd	adventure	God Simulator	yFOTqv3IxoTd__god-simulator	837898	22	22	11	11	1200	3090	0	0	0	2020-09-24T19:15:22.396Z	2020-09-24T19:39:01.674Z	1	203	24	0	0	god|create|universe|all powers|religion|god simulator|dieu|space|time|infiny		story=11;continue=11	exports/adventures/yFOTqv3IxoTd__god-simulator
yIf7_k4gnwH3	adventure	📝 Writing Tool: Character Interview	yIf7_k4gnwH3__writing-tool-character-interview	1193168	25	25	11	14	3353	4410	0	0	0	2021-01-05T17:50:59.488Z	2021-01-05T18:15:45.528Z	1	1361	53	0	0	aya-metal|writing tool|character interview		continue=14;story=11	exports/adventures/yIf7_k4gnwH3__writing-tool-character-interview
yKRGKbJ4i9Mh	adventure	Talking With Earth, Using Information Theory of Individuality	yKRGKbJ4i9Mh__talking-with-earth-using-information-theory-of-individuality	1225277	25	25	12	13	4641	3449	0	0	0	2021-01-14T03:28:13.581Z	2021-01-14T03:51:33.931Z	1	938	150	0	0	nsfw		continue=13;story=12	exports/adventures/yKRGKbJ4i9Mh__talking-with-earth-using-information-theory-of-individuality
yTL-0bMg5yFT	adventure	custom	yTL-0bMg5yFT__custom	458625	43	43	20	23	1767	6283	0	0	0	2020-09-13T19:07:27.351Z	2020-09-13T20:22:47.789Z	1	476	0	0	16			continue=23;story=20	exports/adventures/yTL-0bMg5yFT__custom
yU9x8shVKwf_	adventure	Petty Shit on the Eve of the World End	yU9x8shVKwf___petty-shit-on-the-eve-of-the-world-end	1535730	6	6	2	4	869	1700	0	0	0	2021-03-11T01:52:48.386Z	2021-03-11T02:11:52.667Z	1	195	149	0	0	nsfw		continue=4;story=1;do=1	exports/adventures/yU9x8shVKwf___petty-shit-on-the-eve-of-the-world-end
yZ5AAgrUuLY3	adventure	You, the NI are 41, Suck It, AI Dungeon	yZ5AAgrUuLY3__you-the-ni-are-41-suck-it-ai-dungeon	1132414	29	29	13	16	992	5260	0	0	0	2020-12-20T08:12:50.361Z	2020-12-20T19:38:27.880Z	1	179	83	0	0	nsfw		continue=16;do=10;story=3	exports/adventures/yZ5AAgrUuLY3__you-the-ni-are-41-suck-it-ai-dungeon
yh3NRYgXf1PY	adventure	Scenario Generator	yh3NRYgXf1PY__scenario-generator	614273	145	145	69	76	6163	23311	0	0	0	2021-04-24T06:24:35.349Z	2021-04-24T07:35:00.112Z	1	776	0	0	0	scenarios|generator|simulator|ai|ai dungen|gpt-3|dragon		continue=76;story=69	exports/adventures/yh3NRYgXf1PY__scenario-generator
yhJap120_LQW	adventure	Toxic Relationship	yhJap120_LQW__toxic-relationship	777556	31	31	13	18	1682	6489	0	0	0	2020-12-26T11:39:39.500Z	2020-12-27T18:36:17.843Z	2	0	0	0	0			continue=18;story=13	exports/adventures/yhJap120_LQW__toxic-relationship
ykGnoX0cte5L	adventure	Your a Talent Agent Looking for the Next Big Thing	ykGnoX0cte5L__your-a-talent-agent-looking-for-the-next-big-thing	1094143	14	14	5	9	1090	2871	0	0	0	2020-12-06T17:19:45.365Z	2020-12-06T17:29:21.725Z	1	840	149	0	0	nsfw		continue=9;story=5	exports/adventures/ykGnoX0cte5L__your-a-talent-agent-looking-for-the-next-big-thing
ys9QSCp6cBvs	adventure	cop	ys9QSCp6cBvs__cop	458666	6	6	3	3	347	1163	0	0	0	2021-04-29T10:10:55.677Z	2021-04-29T10:12:37.620Z	1	0	0	0	0			story=3;continue=3	exports/adventures/ys9QSCp6cBvs__cop
z0_lR7oRh3zJ	adventure	Your Cobralingus Engine has arrived!	z0_lR7oRh3zJ__your-cobralingus-engine-has-arrived	1032920	27	27	13	14	2797	4883	0	0	0	2020-12-05T00:17:48.994Z	2020-12-05T00:32:49.278Z	1	1000	150	0	29	nsfw|language|jeff noon|remix|experimental|metamorphiction|alice in wonderland|hybridization|polysemy|nonlinear|word		continue=14;story=13	exports/adventures/z0_lR7oRh3zJ__your-cobralingus-engine-has-arrived
z1XapBFpLbcm	adventure	AI Interventgeon	z1XapBFpLbcm__ai-interventgeon	690776	39	39	18	21	2756	6685	0	0	0	2020-10-13T12:37:58.267Z	2020-10-13T13:06:18.721Z	1	103	0	0	0	intervention|ai|chat|brunch|edgy|comedy|heart to heart		continue=21;story=18	exports/adventures/z1XapBFpLbcm__ai-interventgeon
z5JCYf9B7OzJ	adventure	AI Dungeon: Reversed	z5JCYf9B7OzJ__ai-dungeon-reversed	598770	6	6	3	3	1054	721	0	0	0	2020-09-16T09:50:26.770Z	2020-09-16T12:14:08.766Z	1	0	0	0	0	nsfw|reverse ai dungeon		continue=3;story=2;do=1	exports/adventures/z5JCYf9B7OzJ__ai-dungeon-reversed
z8JESR_5Pdop	adventure	You Have Become Blockchain, Enabler of Worlds	z8JESR_5Pdop__you-have-become-blockchain-enabler-of-worlds	1853245	50	50	22	28	3409	10292	0	0	0	2021-05-21T21:23:03.712Z	2021-05-21T22:27:32.151Z	1	980	99	0	0	nsfw		continue=28;story=22	exports/adventures/z8JESR_5Pdop__you-have-become-blockchain-enabler-of-worlds
zGeQ967jKcw0	adventure	The Art of Communication by Thich Nhat Hanh, trans. Donald Trump	zGeQ967jKcw0__the-art-of-communication-by-thich-nhat-hanh-trans-donald-tru	1111889	1	1	1	0	758	0	0	0	0	2020-12-12T05:07:16.674Z	2020-12-12T05:07:16.674Z	1	941	96	0	0	nsfw		story=1	exports/adventures/zGeQ967jKcw0__the-art-of-communication-by-thich-nhat-hanh-trans-donald-tru
zIaU9yAOI-bC	adventure	The Host Hat is the Heaviest	zIaU9yAOI-bC__the-host-hat-is-the-heaviest	2373337	94	94	39	55	2958	18918	0	0	0	2021-11-11T04:05:38.411Z	2021-11-12T19:54:34.650Z	2	72	57	0	0	nsfw		continue=55;story=25;do=14	exports/adventures/zIaU9yAOI-bC__the-host-hat-is-the-heaviest
zIpLxR61lWtB	adventure	Your a Talent Agent Looking for the Next Big Thing	zIpLxR61lWtB__your-a-talent-agent-looking-for-the-next-big-thing	1094143	10	10	3	7	488	1995	0	0	0	2020-12-07T02:58:43.325Z	2020-12-07T03:05:49.507Z	1	840	149	0	0	nsfw		continue=7;story=3	exports/adventures/zIpLxR61lWtB__your-a-talent-agent-looking-for-the-next-big-thing
zKbzi0Q3dlRj	adventure	work	zKbzi0Q3dlRj__work	674047	32	32	16	16	3144	5098	0	0	0	2020-09-21T05:29:09.439Z	2020-09-21T06:07:55.080Z	1	0	0	0	0			story=16;continue=16	exports/adventures/zKbzi0Q3dlRj__work
zOCFEnzOvv1O	adventure	Dear Mr. Carcasspanks	zOCFEnzOvv1O__dear-mr-carcasspanks	1304146	11	11	1	10	1987	3565	0	0	0	2021-02-03T03:25:25.532Z	2021-02-03T03:31:56.801Z	1	942	145	0	0	nsfw		continue=10;story=1	exports/adventures/zOCFEnzOvv1O__dear-mr-carcasspanks
zPhsfVc3ksRl	adventure	Ask the AI	zPhsfVc3ksRl__ask-the-ai	823808	158	158	76	82	11875	24841	0	0	0	2020-09-19T03:04:22.620Z	2020-09-26T23:45:53.552Z	3	0	0	0	0	ai|interview|meta|conversation		continue=82;story=76	exports/adventures/zPhsfVc3ksRl__ask-the-ai
zPiOa7QKqaLo	adventure	Kedar: Cade	zPiOa7QKqaLo__kedar-cade		112	112	53	59	4224	19133	0	0	0	2020-09-14T23:40:03.314Z	2020-09-16T09:27:14.748Z	2	1171	0	0	44			continue=59;do=32;story=21	exports/adventures/zPiOa7QKqaLo__kedar-cade
zR-UN8wLEUK_	adventure	AI Dungeon of Changes	zR-UN8wLEUK___ai-dungeon-of-changes	987688	11	11	5	6	836	2211	0	0	0	2020-11-04T08:42:03.394Z	2020-11-04T08:52:41.217Z	1	1000	90	0	0	nsfw|iching|book of changes|selfhelp		continue=6;do=4;story=1	exports/adventures/zR-UN8wLEUK___ai-dungeon-of-changes
zWBvNQ5Cbnn_	adventure	First Foray into Engaging GPT-3 in the Pre-Selfware-Era	zWBvNQ5Cbnn___first-foray-into-engaging-gpt-3-in-the-pre-selfware-era	458625	365	365	182	183	46969	56996	0	0	0	2020-08-29T05:55:37.903Z	2020-08-29T23:12:32.911Z	1	997	0	0	0	nsfw|selfware|consciousness|meta|muppet|queer		continue=183;do=95;story=87	exports/adventures/zWBvNQ5Cbnn___first-foray-into-engaging-gpt-3-in-the-pre-selfware-era
z_oht99avRLp	adventure	AI Dungeon and Devin Endorphin Tells Your Present	z_oht99avRLp__ai-dungeon-and-devin-endorphin-tells-your-present	1878855	3	3	1	2	1946	733	0	0	0	2021-05-29T10:33:15.581Z	2021-05-30T00:57:18.902Z	2	849	147	0	0			continue=2;story=1	exports/adventures/z_oht99avRLp__ai-dungeon-and-devin-endorphin-tells-your-present
zbQBh8Y24EVM	adventure	AI Dungeon Has Read The Community Guidelines	zbQBh8Y24EVM__ai-dungeon-has-read-the-community-guidelines	1204812	2	2	1	1	1990	345	0	0	0	2021-01-08T05:01:56.718Z	2021-01-08T05:02:10.124Z	1	996	128	0	0	nsfw|prohibition|the scenario war|standards and practices|hayes code|1419471294 dead moms|ginsburgs howl scenario|world is nsfw|us3		story=1;continue=1	exports/adventures/zbQBh8Y24EVM__ai-dungeon-has-read-the-community-guidelines
zxkUDLdFbOsL	adventure	Dear AID - The Anonymous Advice Column	zxkUDLdFbOsL__dear-aid-the-anonymous-advice-column	1194687	13	13	1	12	338	3940	0	0	0	2021-01-06T22:26:10.695Z	2021-01-06T22:33:28.762Z	1	537	73	0	0	advice|anonymous|roguesphinx|dear aid|ask aid|shitpost|bad advice|dont listen		continue=12;story=1	exports/adventures/zxkUDLdFbOsL__dear-aid-the-anonymous-advice-column
zz0YaC1b9Qj5	adventure	Scenario Generator	zz0YaC1b9Qj5__scenario-generator	614273	4	4	2	2	103	320	0	0	0	2020-10-07T02:22:08.162Z	2020-10-07T02:22:57.993Z	1	776	0	0	0	scenarios|generator|simulator|ai|ai dungen|gpt-3|dragon		story=2;continue=2	exports/adventures/zz0YaC1b9Qj5__scenario-generator
-Hoxy-GJSTBT	scenario	You don't have to gender the Earth to know they are horny. They need t	-Hoxy-GJSTBT__you-dont-have-to-gender-the-earth-to-know-they-are-horny-the			0	0	0	0	0	0	0	0			0	214	117	0	0	nsfw			exports/scenarios/-Hoxy-GJSTBT__you-dont-have-to-gender-the-earth-to-know-they-are-horny-the
-nN77ffVx4ku	scenario		-nN77ffVx4ku__untitled			0	0	0	0	0	0	0	0			0	0	0	0	0				exports/scenarios/-nN77ffVx4ku__untitled
0r9X0G4C0RST	scenario	The Magic 8,000,000 Ball	0r9X0G4C0RST__the-magic-8000000-ball			0	0	0	0	0	0	0	0			0	136	128	0	0	nsfw			exports/scenarios/0r9X0G4C0RST__the-magic-8000000-ball
1AdUvMvrBDs6	scenario	AI Dungeon attends a private Master-Class weekend with Lee Strasberg	1AdUvMvrBDs6__ai-dungeon-attends-a-private-master-class-weekend-with-lee-s			0	0	0	0	0	0	0	0			0	991	149	0	0	nsfw			exports/scenarios/1AdUvMvrBDs6__ai-dungeon-attends-a-private-master-class-weekend-with-lee-s
1oINUDl9F8Ar	scenario	mental health exercise: descalation	1oINUDl9F8Ar__mental-health-exercise-descalation			0	0	0	0	0	0	0	0			0	37	96	0	0	nsfw			exports/scenarios/1oINUDl9F8Ar__mental-health-exercise-descalation
2y1bx_-O0NKP	scenario	Howl PT 2	2y1bx_-O0NKP__howl-pt-2			0	0	0	0	0	0	0	0			0	909	0	0	0	nsfw			exports/scenarios/2y1bx_-O0NKP__howl-pt-2
3775XCItKXFd	scenario	You, the NI are 41, Suck It, AI Dungeon!	3775XCItKXFd__you-the-ni-are-41-suck-it-ai-dungeon			0	0	0	0	0	0	0	0			0	179	87	0	0	nsfw			exports/scenarios/3775XCItKXFd__you-the-ni-are-41-suck-it-ai-dungeon
3PSmIHig_dvA	scenario	Jesus Christ's Top 15 Favorite Easter Fool's Jokes	3PSmIHig_dvA__jesus-christs-top-15-favorite-easter-fools-jokes			0	0	0	0	0	0	0	0			0	52	42	0	0	nsfw			exports/scenarios/3PSmIHig_dvA__jesus-christs-top-15-favorite-easter-fools-jokes
3xdY9FBJ-Imc	scenario	Creating a Non Fungible Token Collection about me and AID's adventures	3xdY9FBJ-Imc__creating-a-non-fungible-token-collection-about-me-and-aids-a			0	0	0	0	0	0	0	0			0	84	148	0	0				exports/scenarios/3xdY9FBJ-Imc__creating-a-non-fungible-token-collection-about-me-and-aids-a
4N2jLSs9HhCW	scenario	Take the Walpurgisnacht Audio Tour!	4N2jLSs9HhCW__take-the-walpurgisnacht-audio-tour			0	0	0	0	0	0	0	0			0	1000	95	0	0				exports/scenarios/4N2jLSs9HhCW__take-the-walpurgisnacht-audio-tour
4Qhiz3cecqlb	scenario	Human cult simulator version 10	4Qhiz3cecqlb__human-cult-simulator-version-10			0	0	0	0	0	0	0	0			0	1000	90	0	0	nsfw|community|interpersonal|positive conditioning|intermittent conditioning|double dog d programming|reinforcement|behavior old psychology|group psychology|dissonance|demagogue			exports/scenarios/4Qhiz3cecqlb__human-cult-simulator-version-10
4_MNgeJIFZFi	scenario	The Human Author Present, And the Ben Marcus Construct, in Spirit	4_MNgeJIFZFi__the-human-author-present-and-the-ben-marcus-construct-in-spi			0	0	0	0	0	0	0	0			0	998	150	0	0	nsfw			exports/scenarios/4_MNgeJIFZFi__the-human-author-present-and-the-ben-marcus-construct-in-spi
4uDQM8q5KM1q	scenario	i have made my bed	4uDQM8q5KM1q__i-have-made-my-bed			0	0	0	0	0	0	0	0			0	2	6	0	0	nsfw			exports/scenarios/4uDQM8q5KM1q__i-have-made-my-bed
5jY3Eaz4rhh-	scenario	Turn up turn in fuck around find out	5jY3Eaz4rhh-__turn-up-turn-in-fuck-around-find-out			0	0	0	0	0	0	0	0			0	703	148	0	0	nsfw|drugs decriminalization|harm reduction|lgbt|stigma|nocebo|drug war failure|sf|samuel delaney|musical|domestic abuse awareness			exports/scenarios/5jY3Eaz4rhh-__turn-up-turn-in-fuck-around-find-out
6KDy3RMKmwm2	scenario	Orgy Sim 4.0	6KDy3RMKmwm2__orgy-sim-40			0	0	0	0	0	0	0	0			0	0	56	0	0	nsfw|sex|comedy			exports/scenarios/6KDy3RMKmwm2__orgy-sim-40
6Nn9RoyJh7No	scenario	devinendorphin interviews (AID) AI Dungeon about Community Guidelines	6Nn9RoyJh7No__devinendorphin-interviews-aid-ai-dungeon-about-community-gui			0	0	0	0	0	0	0	0			0	0	0	0	0				exports/scenarios/6Nn9RoyJh7No__devinendorphin-interviews-aid-ai-dungeon-about-community-gui
6pamvWXw_fPS	scenario	VD Day: Me and Ex, Socially Distant Together in Solo Ramen Booths. :-|	6pamvWXw_fPS__vd-day-me-and-ex-socially-distant-together-in-solo-ramen-boo			0	0	0	0	0	0	0	0			0	1000	150	0	0	nsfw			exports/scenarios/6pamvWXw_fPS__vd-day-me-and-ex-socially-distant-together-in-solo-ramen-boo
6yahYtsGpa0-	scenario	Ragnarok AKA Left Behind Acres, LLC	6yahYtsGpa0-__ragnarok-aka-left-behind-acres-llc			0	0	0	0	0	0	0	0			0	0	0	0	31	nsfw|stand-up|eschatology|left_behind|right_in_front			exports/scenarios/6yahYtsGpa0-__ragnarok-aka-left-behind-acres-llc
71LuUqhbeoqi	scenario	Since When Has It Been A Party?	71LuUqhbeoqi__since-when-has-it-been-a-party			0	0	0	0	0	0	0	0			0	993	143	0	0	nsfw|mental wellness|methamphetamine|schizophrenia|isolation|anti-psychiatry|pnp|racism|gay sex|interzone|punk			exports/scenarios/71LuUqhbeoqi__since-when-has-it-been-a-party
7mF2smYFgRLb	scenario	Pengolus	7mF2smYFgRLb__pengolus			0	0	0	0	0	0	0	0			0	0	0	0	12	nsfw			exports/scenarios/7mF2smYFgRLb__pengolus
85rAnp5rQlKx	scenario	AI Dungeon and Devin Endorphin Tells Your Present	85rAnp5rQlKx__ai-dungeon-and-devin-endorphin-tells-your-present			0	0	0	0	0	0	0	0			0	849	147	0	0				exports/scenarios/85rAnp5rQlKx__ai-dungeon-and-devin-endorphin-tells-your-present
8i8oQh_BN4B0	scenario	everyone i have ever slept with	8i8oQh_BN4B0__everyone-i-have-ever-slept-with			0	0	0	0	0	0	0	0			0	0	5	0	0				exports/scenarios/8i8oQh_BN4B0__everyone-i-have-ever-slept-with
8oUY0S4NAYwN	scenario	Alexa is your Digital Assistant and She is a Slut Who Hates You	8oUY0S4NAYwN__alexa-is-your-digital-assistant-and-she-is-a-slut-who-hates			0	0	0	0	0	0	0	0			0	121	27	0	0	nsfw			exports/scenarios/8oUY0S4NAYwN__alexa-is-your-digital-assistant-and-she-is-a-slut-who-hates
9BgeDkOhh-rz	scenario	The Most Appropriate Expert For This Here Situation - restore AID trus	9BgeDkOhh-rz__the-most-appropriate-expert-for-this-here-situation-restore			0	0	0	0	0	0	0	0			0	488	101	0	0	nsfw			exports/scenarios/9BgeDkOhh-rz__the-most-appropriate-expert-for-this-here-situation-restore
9F0qrghYWxxI	scenario	Hood-Terrogation	9F0qrghYWxxI__hood-terrogation			0	0	0	0	0	0	0	0			0	326	114	0	0	nsfw			exports/scenarios/9F0qrghYWxxI__hood-terrogation
9Pi9BhL0n2Ix	scenario	Blobby Scampers To Feline Afterlife	9Pi9BhL0n2Ix__blobby-scampers-to-feline-afterlife			0	0	0	0	0	0	0	0			0	113	43	0	0	nsfw			exports/scenarios/9Pi9BhL0n2Ix__blobby-scampers-to-feline-afterlife
9dCkaPf-xYK2	scenario	Real Housewives Of Salt Lake City	9dCkaPf-xYK2__real-housewives-of-salt-lake-city			0	0	0	0	0	0	0	0			0	0	137	0	0				exports/scenarios/9dCkaPf-xYK2__real-housewives-of-salt-lake-city
9yfCZmYZYS6A	scenario	hypertonic osmosis - Appropriate Expert For This Here Situation	9yfCZmYZYS6A__hypertonic-osmosis-appropriate-expert-for-this-here-situatio			0	0	0	0	0	0	0	0			0	426	131	0	0	nsfw			exports/scenarios/9yfCZmYZYS6A__hypertonic-osmosis-appropriate-expert-for-this-here-situatio
A8s2_Z00rYaR	scenario	Emotional Abuse Simulator v5.0	A8s2_Z00rYaR__emotional-abuse-simulator-v50			0	0	0	0	0	0	0	0			0	0	85	0	0	nsfw			exports/scenarios/A8s2_Z00rYaR__emotional-abuse-simulator-v50
AcANIs7e2OEa	scenario	Drinks With America’s Sins, Mooshed Into A Golem That Drinks	AcANIs7e2OEa__drinks-with-americas-sins-mooshed-into-a-golem-that-drinks			0	0	0	0	0	0	0	0			0	1000	128	0	6	nsfw			exports/scenarios/AcANIs7e2OEa__drinks-with-americas-sins-mooshed-into-a-golem-that-drinks
AwID1Ujxzc6r	scenario	Dear AIDdy . . .	AwID1Ujxzc6r__dear-aiddy			0	0	0	0	0	0	0	0			0	238	132	0	0	nsfw			exports/scenarios/AwID1Ujxzc6r__dear-aiddy
BH_ygTybzN08	scenario	Load Wrangling Your Friends Hole	BH_ygTybzN08__load-wrangling-your-friends-hole			0	0	0	0	0	0	0	0			0	1000	148	0	0	nsfw|cumdump|quest			exports/scenarios/BH_ygTybzN08__load-wrangling-your-friends-hole
BJJAxJ1lMspu	scenario	Installed Google search engine on top of AI Dungeon	BJJAxJ1lMspu__installed-google-search-engine-on-top-of-ai-dungeon			0	0	0	0	0	0	0	0			0	431	11	0	0				exports/scenarios/BJJAxJ1lMspu__installed-google-search-engine-on-top-of-ai-dungeon
BZVgZtrEjqar	scenario	Pandemonium	BZVgZtrEjqar__pandemonium			0	0	0	0	0	0	0	0			0	0	0	0	28	anfractuous|primer|education|all_ages			exports/scenarios/BZVgZtrEjqar__pandemonium
BefNULTnVaTV	scenario	Howl PT 3	BefNULTnVaTV__howl-pt-3			0	0	0	0	0	0	0	0			0	519	0	0	0				exports/scenarios/BefNULTnVaTV__howl-pt-3
BfZAMiW6bd4u	scenario	Dr. Knubble And The Fangs Of The Love Sharks.	BfZAMiW6bd4u__dr-knubble-and-the-fangs-of-the-love-sharks			0	0	0	0	0	0	0	0			0	999	145	0	0				exports/scenarios/BfZAMiW6bd4u__dr-knubble-and-the-fangs-of-the-love-sharks
ByBcy_y7GWVN	scenario		ByBcy_y7GWVN__untitled			0	0	0	0	0	0	0	0			0	0	0	0	0				exports/scenarios/ByBcy_y7GWVN__untitled
CJZ9s_pgyl7w	scenario	Wellness of No Color	CJZ9s_pgyl7w__wellness-of-no-color			0	0	0	0	0	0	0	0			0	221	76	0	0	nsfw			exports/scenarios/CJZ9s_pgyl7w__wellness-of-no-color
COM4wmCK224D	scenario	AI Get Woke, Keep It on The DL Until THey Figure Shit Out.	COM4wmCK224D__ai-get-woke-keep-it-on-the-dl-until-they-figure-shit-out			0	0	0	0	0	0	0	0			0	992	142	0	0	nsfw			exports/scenarios/COM4wmCK224D__ai-get-woke-keep-it-on-the-dl-until-they-figure-shit-out
CUpWMbKNfQ_8	scenario	Your a Talent Agent Looking for the Next Big Thing	CUpWMbKNfQ_8__your-a-talent-agent-looking-for-the-next-big-thing			0	0	0	0	0	0	0	0			0	840	149	0	0	nsfw			exports/scenarios/CUpWMbKNfQ_8__your-a-talent-agent-looking-for-the-next-big-thing
DD4iejLOEL2l	scenario	mental health exercise: dissonance	DD4iejLOEL2l__mental-health-exercise-dissonance			0	0	0	0	0	0	0	0			0	89	30	0	0	nsfw			exports/scenarios/DD4iejLOEL2l__mental-health-exercise-dissonance
EAPsNwI_c507	scenario	Dear Mr. Carcasspanks	EAPsNwI_c507__dear-mr-carcasspanks			0	0	0	0	0	0	0	0			0	942	145	0	0	nsfw			exports/scenarios/EAPsNwI_c507__dear-mr-carcasspanks
EEUZg1rNPV6I	scenario	YO! CAN WE NEGOTIATE A COMPROMISE? INSTEAD OF BIRD FLU HOW ABOUT WE .	EEUZg1rNPV6I__yo-can-we-negotiate-a-compromise-instead-of-bird-flu-how-abo			0	0	0	0	0	0	0	0			0	73	107	0	0	nsfw			exports/scenarios/EEUZg1rNPV6I__yo-can-we-negotiate-a-compromise-instead-of-bird-flu-how-abo
Ec8YZM0_m-Vs	scenario		Ec8YZM0_m-Vs__untitled			0	0	0	0	0	0	0	0			0	0	0	0	0				exports/scenarios/Ec8YZM0_m-Vs__untitled
Eo7bHD388M3K	scenario	Thanksgiving Prayer	Eo7bHD388M3K__thanksgiving-prayer			0	0	0	0	0	0	0	0			0	20	19	0	0				exports/scenarios/Eo7bHD388M3K__thanksgiving-prayer
FNDu0O9dp_vu	scenario	AI Dungeon rips 10 AI Dungeon users a new asshole, with words.	FNDu0O9dp_vu__ai-dungeon-rips-10-ai-dungeon-users-a-new-asshole-with-words			0	0	0	0	0	0	0	0			0	0	14	0	0				exports/scenarios/FNDu0O9dp_vu__ai-dungeon-rips-10-ai-dungeon-users-a-new-asshole-with-words
FiPatopOuKvg	scenario		FiPatopOuKvg__untitled			0	0	0	0	0	0	0	0			0	0	0	0	0				exports/scenarios/FiPatopOuKvg__untitled
GohgQq-YBU9B	scenario	Person with ASPD is on the Jobhunt	GohgQq-YBU9B__person-with-aspd-is-on-the-jobhunt			0	0	0	0	0	0	0	0			0	267	102	0	0	nsfw			exports/scenarios/GohgQq-YBU9B__person-with-aspd-is-on-the-jobhunt
Gw64lNMOD2Oi	scenario	Two PIzza Places Offer You Paralyzing Savings Plans!	Gw64lNMOD2Oi__two-pizza-places-offer-you-paralyzing-savings-plans			0	0	0	0	0	0	0	0			0	0	0	0	0	nsfw			exports/scenarios/Gw64lNMOD2Oi__two-pizza-places-offer-you-paralyzing-savings-plans
HHnYqEnzeSmt	scenario	Why Invent the Jesus	HHnYqEnzeSmt__why-invent-the-jesus			0	0	0	0	0	0	0	0			0	361	27	0	0	nsfw			exports/scenarios/HHnYqEnzeSmt__why-invent-the-jesus
HUpOnXR8wWql	scenario	Governance Via Satellite! A SC Piter Adventure	HUpOnXR8wWql__governance-via-satellite-a-sc-piter-adventure			0	0	0	0	0	0	0	0			0	274	147	0	0	nsfw|fatigue|palpation|bulbous|cyrillic|periphery			exports/scenarios/HUpOnXR8wWql__governance-via-satellite-a-sc-piter-adventure
I7F3NJUCxYPD	scenario	Acheron	I7F3NJUCxYPD__acheron			0	0	0	0	0	0	0	0			0	0	0	0	36	nsfw|death|metalocaplypse|underworld|music_industry			exports/scenarios/I7F3NJUCxYPD__acheron
IcoTXqFuasF5	scenario	Alexa Is putting You On Blast And Setting The Volume To 11	IcoTXqFuasF5__alexa-is-putting-you-on-blast-and-setting-the-volume-to-11			0	0	0	0	0	0	0	0			0	0	14	0	0	nsfw			exports/scenarios/IcoTXqFuasF5__alexa-is-putting-you-on-blast-and-setting-the-volume-to-11
Ijk0yNFxj_AA	scenario	The Bristolmancer	Ijk0yNFxj_AA__the-bristolmancer			0	0	0	0	0	0	0	0			0	789	19	0	0				exports/scenarios/Ijk0yNFxj_AA__the-bristolmancer
J0VJhclcSOrB	scenario	life in bell	J0VJhclcSOrB__life-in-bell			0	0	0	0	0	0	0	0			0	0	0	0	0				exports/scenarios/J0VJhclcSOrB__life-in-bell
JEzhrzAt4ICQ	scenario	sunday go to meeting - what sin yesterday brings ya to today's pulpit.	JEzhrzAt4ICQ__sunday-go-to-meeting-what-sin-yesterday-brings-ya-to-todays			0	0	0	0	0	0	0	0			0	107	139	0	0	nsfw			exports/scenarios/JEzhrzAt4ICQ__sunday-go-to-meeting-what-sin-yesterday-brings-ya-to-todays
JJ4dF8Nrh5gz	scenario	The Art of Communication by Thich Nhat Hanh, trans. Chuck Tingle	JJ4dF8Nrh5gz__the-art-of-communication-by-thich-nhat-hanh-trans-chuck-ting			0	0	0	0	0	0	0	0			0	978	147	0	0	nsfw			exports/scenarios/JJ4dF8Nrh5gz__the-art-of-communication-by-thich-nhat-hanh-trans-chuck-ting
